dataset1,dataset2,Selectivity,Class, dataset1Cardinality, dataset2Cardinality, dataset1GridNPartitions, dataset2GridNPartitions,resultSJSize, BNLJMBRTests, BNLJjobsTimes, BNLJjobsTimesRelStdDev, BNLJsizeJoins, BNLJsizeJoinsRelStdDev,PBSMMBRTests, PBSMjobsTimes, PBSMjobsTimesRelStdDev, PBSMsizeJoins, PBSMsizeJoinsRelStdDev,DJMBRTests, DJjobsTimes, DJjobsTimesRelStdDev, DJsizeJoins, DJsizeJoinsRelStdDev,REPJMBRTests, REPJjobsTimes, REPJjobsTimesRelStdDev, REPJsizeJoins, REPJsizeJoinsRelStdDev
dataset-1985_e4.wkt.bz2,dataset-1158_e4.wkt.bz2,0.014588391,3,229326,387602,15,11,1296721483,0,0,0,0,0,4.61859E+11,1257.997,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1985_e4_r5912.wkt.bz2,dataset-1158_e4_r5912.wkt.bz2,0.014588391,3,229326,387602,15,11,1296721483,0,0,0,0,0,4.61859E+11,1257.997,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1985_e4_r5913.wkt.bz2,dataset-1158_e4_r5913.wkt.bz2,0.014588391,3,229326,387602,15,11,1296721483,0,0,0,0,0,4.61859E+11,1257.997,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1985_e4_r5914.wkt.bz2,dataset-1158_e4_r5914.wkt.bz2,0.014588391,3,229326,387602,15,11,1296721483,0,0,0,0,0,4.61859E+11,1257.997,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1449_e4_e8.wkt.bz2,dataset-0981_e4_e8.wkt.bz2,0.014569397,3,174858,458083,3,29,1167001069,0,0,0,0,0,12595633990,159.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1449_e4_e8_r5915.wkt.bz2,dataset-0981_e4_e8_r5915.wkt.bz2,0.014569397,3,174858,458083,3,29,1167001069,0,0,0,0,0,12595633990,159.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1449_e4_e8_r5916.wkt.bz2,dataset-0981_e4_e8_r5916.wkt.bz2,0.014569397,3,174858,458083,3,29,1167001069,0,0,0,0,0,12595633990,159.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1449_e4_e8_r5917.wkt.bz2,dataset-0981_e4_e8_r5917.wkt.bz2,0.014569397,3,174858,458083,3,29,1167001069,0,0,0,0,0,12595633990,159.884,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1046_e4.wkt.bz2,dataset-1715_e4.wkt.bz2,0.014541936,3,320164,290016,9,17,1350257773,0,0,0,0,0,2.78149E+11,1020.149,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1046_e4_r5918.wkt.bz2,dataset-1715_e4_r5918.wkt.bz2,0.014541936,3,320164,290016,9,17,1350257773,0,0,0,0,0,2.78149E+11,1020.149,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1046_e4_r5919.wkt.bz2,dataset-1715_e4_r5919.wkt.bz2,0.014541936,3,320164,290016,9,17,1350257773,0,0,0,0,0,2.78149E+11,1020.149,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1046_e4_r5920.wkt.bz2,dataset-1715_e4_r5920.wkt.bz2,0.014541936,3,320164,290016,9,17,1350257773,0,0,0,0,0,2.78149E+11,1020.149,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1039_e4.wkt.bz2,dataset-1001_e4.wkt.bz2,0.014506756,3,6303,444612,1,14,40653581,0,0,0,0,0,10604018336,72.691,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1039_e4_r5921.wkt.bz2,dataset-1001_e4_r5921.wkt.bz2,0.014506756,3,6303,444612,1,14,40653581,0,0,0,0,0,10604018336,72.691,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1039_e4_r5922.wkt.bz2,dataset-1001_e4_r5922.wkt.bz2,0.014506756,3,6303,444612,1,14,40653581,0,0,0,0,0,10604018336,72.691,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1039_e4_r5923.wkt.bz2,dataset-1001_e4_r5923.wkt.bz2,0.014506756,3,6303,444612,1,14,40653581,0,0,0,0,0,10604018336,72.691,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1704_e4.wkt.bz2,dataset-1152_e4.wkt.bz2,0.014482066,3,475655,272851,23,28,1879525126,0,0,0,0,0,4.97491E+11,1885.817,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1704_e4_r5924.wkt.bz2,dataset-1152_e4_r5924.wkt.bz2,0.014482066,3,475655,272851,23,28,1879525126,0,0,0,0,0,4.97491E+11,1885.817,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1704_e4_r5925.wkt.bz2,dataset-1152_e4_r5925.wkt.bz2,0.014482066,3,475655,272851,23,28,1879525126,0,0,0,0,0,4.97491E+11,1885.817,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1704_e4_r5926.wkt.bz2,dataset-1152_e4_r5926.wkt.bz2,0.014482066,3,475655,272851,23,28,1879525126,0,0,0,0,0,4.97491E+11,1885.817,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1152_e4.wkt.bz2,dataset-1185_e4.wkt.bz2,0.014450496,3,272851,417994,28,17,1648080282,0,0,0,0,0,1.92416E+11,1369.705,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1152_e4_r5927.wkt.bz2,dataset-1185_e4_r5927.wkt.bz2,0.014450496,3,272851,417994,28,17,1648080282,0,0,0,0,0,1.92416E+11,1369.705,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1152_e4_r5928.wkt.bz2,dataset-1185_e4_r5928.wkt.bz2,0.014450496,3,272851,417994,28,17,1648080282,0,0,0,0,0,1.92416E+11,1369.705,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1152_e4_r5929.wkt.bz2,dataset-1185_e4_r5929.wkt.bz2,0.014450496,3,272851,417994,28,17,1648080282,0,0,0,0,0,1.92416E+11,1369.705,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1553_e4.wkt.bz2,dataset-1958_e4.wkt.bz2,0.014441772,3,418320,214130,6,12,1293619767,0,0,0,0,0,11214012473,106.35,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1553_e4_r5930.wkt.bz2,dataset-1958_e4_r5930.wkt.bz2,0.014441772,3,418320,214130,6,12,1293619767,0,0,0,0,0,11214012473,106.35,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1553_e4_r5931.wkt.bz2,dataset-1958_e4_r5931.wkt.bz2,0.014441772,3,418320,214130,6,12,1293619767,0,0,0,0,0,11214012473,106.35,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1553_e4_r5932.wkt.bz2,dataset-1958_e4_r5932.wkt.bz2,0.014441772,3,418320,214130,6,12,1293619767,0,0,0,0,0,11214012473,106.35,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1959_e4.wkt.bz2,dataset-0578_e4.wkt.bz2,0.014425917,3,117943,279424,12,24,475422037,0,0,0,0,0,4.58702E+11,908.506,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1959_e4_r5933.wkt.bz2,dataset-0578_e4_r5933.wkt.bz2,0.014425917,3,117943,279424,12,24,475422037,0,0,0,0,0,4.58702E+11,908.506,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1959_e4_r5934.wkt.bz2,dataset-0578_e4_r5934.wkt.bz2,0.014425917,3,117943,279424,12,24,475422037,0,0,0,0,0,4.58702E+11,908.506,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1959_e4_r5935.wkt.bz2,dataset-0578_e4_r5935.wkt.bz2,0.014425917,3,117943,279424,12,24,475422037,0,0,0,0,0,4.58702E+11,908.506,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0936_e4.wkt.bz2,dataset-0536_e4.wkt.bz2,0.01441872,3,461451,259136,19,7,1724169849,0,0,0,0,0,1.09587E+12,1894.902,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0936_e4_r5936.wkt.bz2,dataset-0536_e4_r5936.wkt.bz2,0.01441872,3,461451,259136,19,7,1724169849,0,0,0,0,0,1.09587E+12,1894.902,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0936_e4_r5937.wkt.bz2,dataset-0536_e4_r5937.wkt.bz2,0.01441872,3,461451,259136,19,7,1724169849,0,0,0,0,0,1.09587E+12,1894.902,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0936_e4_r5938.wkt.bz2,dataset-0536_e4_r5938.wkt.bz2,0.01441872,3,461451,259136,19,7,1724169849,0,0,0,0,0,1.09587E+12,1894.902,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0444_e4.wkt.bz2,dataset-1965_e4.wkt.bz2,0.014418011,3,366663,155071,18,10,819790773,0,0,0,0,0,6.67462E+11,1477.794,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0444_e4_r5939.wkt.bz2,dataset-1965_e4_r5939.wkt.bz2,0.014418011,3,366663,155071,18,10,819790773,0,0,0,0,0,6.67462E+11,1477.794,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0444_e4_r5940.wkt.bz2,dataset-1965_e4_r5940.wkt.bz2,0.014418011,3,366663,155071,18,10,819790773,0,0,0,0,0,6.67462E+11,1477.794,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0444_e4_r5941.wkt.bz2,dataset-1965_e4_r5941.wkt.bz2,0.014418011,3,366663,155071,18,10,819790773,0,0,0,0,0,6.67462E+11,1477.794,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1068_e4.wkt.bz2,dataset-1764_e4.wkt.bz2,0.01441355,3,151446,421688,5,27,920491986,0,0,0,0,0,5.35337E+11,1857.614,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1068_e4_r5942.wkt.bz2,dataset-1764_e4_r5942.wkt.bz2,0.01441355,3,151446,421688,5,27,920491986,0,0,0,0,0,5.35337E+11,1857.614,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1068_e4_r5943.wkt.bz2,dataset-1764_e4_r5943.wkt.bz2,0.01441355,3,151446,421688,5,27,920491986,0,0,0,0,0,5.35337E+11,1857.614,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1068_e4_r5944.wkt.bz2,dataset-1764_e4_r5944.wkt.bz2,0.01441355,3,151446,421688,5,27,920491986,0,0,0,0,0,5.35337E+11,1857.614,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1087_e4.wkt.bz2,dataset-1181_e4.wkt.bz2,0.014356954,3,424812,350475,37,15,2137549233,0,0,0,0,0,4.4206E+11,1978.115,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1087_e4_r5945.wkt.bz2,dataset-1181_e4_r5945.wkt.bz2,0.014356954,3,424812,350475,37,15,2137549233,0,0,0,0,0,4.4206E+11,1978.115,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1087_e4_r5946.wkt.bz2,dataset-1181_e4_r5946.wkt.bz2,0.014356954,3,424812,350475,37,15,2137549233,0,0,0,0,0,4.4206E+11,1978.115,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1087_e4_r5947.wkt.bz2,dataset-1181_e4_r5947.wkt.bz2,0.014356954,3,424812,350475,37,15,2137549233,0,0,0,0,0,4.4206E+11,1978.115,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1992_e4.wkt.bz2,dataset-1025_e4.wkt.bz2,0.01433744,3,55516,431547,3,20,343492986,0,0,0,0,0,1.9095E+11,427.885,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1992_e4_r5948.wkt.bz2,dataset-1025_e4_r5948.wkt.bz2,0.01433744,3,55516,431547,3,20,343492986,0,0,0,0,0,1.9095E+11,427.885,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1992_e4_r5949.wkt.bz2,dataset-1025_e4_r5949.wkt.bz2,0.01433744,3,55516,431547,3,20,343492986,0,0,0,0,0,1.9095E+11,427.885,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1992_e4_r5950.wkt.bz2,dataset-1025_e4_r5950.wkt.bz2,0.01433744,3,55516,431547,3,20,343492986,0,0,0,0,0,1.9095E+11,427.885,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1114_e4.wkt.bz2,dataset-1001_e4.wkt.bz2,0.014335551,3,225701,444612,18,14,1438563602,0,0,0,0,0,2.65342E+11,2332.351,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1114_e4_r5951.wkt.bz2,dataset-1001_e4_r5951.wkt.bz2,0.014335551,3,225701,444612,18,14,1438563602,0,0,0,0,0,2.65342E+11,2332.351,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1114_e4_r5952.wkt.bz2,dataset-1001_e4_r5952.wkt.bz2,0.014335551,3,225701,444612,18,14,1438563602,0,0,0,0,0,2.65342E+11,2332.351,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1114_e4_r5953.wkt.bz2,dataset-1001_e4_r5953.wkt.bz2,0.014335551,3,225701,444612,18,14,1438563602,0,0,0,0,0,2.65342E+11,2332.351,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1329_e4.wkt.bz2,dataset-1852_e4.wkt.bz2,0.014314929,3,147915,217539,10,21,460615488,0,0,0,0,0,1.51965E+11,478.526,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1329_e4_r5954.wkt.bz2,dataset-1852_e4_r5954.wkt.bz2,0.014314929,3,147915,217539,10,21,460615488,0,0,0,0,0,1.51965E+11,478.526,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1329_e4_r5955.wkt.bz2,dataset-1852_e4_r5955.wkt.bz2,0.014314929,3,147915,217539,10,21,460615488,0,0,0,0,0,1.51965E+11,478.526,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1329_e4_r5956.wkt.bz2,dataset-1852_e4_r5956.wkt.bz2,0.014314929,3,147915,217539,10,21,460615488,0,0,0,0,0,1.51965E+11,478.526,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0042_e4.wkt.bz2,dataset-1003_e4.wkt.bz2,0.014299426,3,495129,329861,24,11,2335435855,0,0,0,0,0,1.41943E+12,2709.565,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0042_e4_r5957.wkt.bz2,dataset-1003_e4_r5957.wkt.bz2,0.014299426,3,495129,329861,24,11,2335435855,0,0,0,0,0,1.41943E+12,2709.565,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0042_e4_r5958.wkt.bz2,dataset-1003_e4_r5958.wkt.bz2,0.014299426,3,495129,329861,24,11,2335435855,0,0,0,0,0,1.41943E+12,2709.565,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0042_e4_r5959.wkt.bz2,dataset-1003_e4_r5959.wkt.bz2,0.014299426,3,495129,329861,24,11,2335435855,0,0,0,0,0,1.41943E+12,2709.565,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0779_e4.wkt.bz2,dataset-1740_e4.wkt.bz2,0.014258381,3,167878,43675,14,2,104543471,0,0,0,0,0,66886174818,187.835,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0779_e4_r5960.wkt.bz2,dataset-1740_e4_r5960.wkt.bz2,0.014258381,3,167878,43675,14,2,104543471,0,0,0,0,0,66886174818,187.835,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0779_e4_r5961.wkt.bz2,dataset-1740_e4_r5961.wkt.bz2,0.014258381,3,167878,43675,14,2,104543471,0,0,0,0,0,66886174818,187.835,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0779_e4_r5962.wkt.bz2,dataset-1740_e4_r5962.wkt.bz2,0.014258381,3,167878,43675,14,2,104543471,0,0,0,0,0,66886174818,187.835,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1715_e4.wkt.bz2,dataset-1058_e4.wkt.bz2,0.014255009,3,290016,347188,17,17,1435337887,0,0,0,0,0,3.10811E+11,1123.256,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1715_e4_r5963.wkt.bz2,dataset-1058_e4_r5963.wkt.bz2,0.014255009,3,290016,347188,17,17,1435337887,0,0,0,0,0,3.10811E+11,1123.256,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1715_e4_r5964.wkt.bz2,dataset-1058_e4_r5964.wkt.bz2,0.014255009,3,290016,347188,17,17,1435337887,0,0,0,0,0,3.10811E+11,1123.256,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1715_e4_r5965.wkt.bz2,dataset-1058_e4_r5965.wkt.bz2,0.014255009,3,290016,347188,17,17,1435337887,0,0,0,0,0,3.10811E+11,1123.256,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1121_e4.wkt.bz2,dataset-1553_e4.wkt.bz2,0.014253429,3,445100,418320,28,6,2653906230,0,0,0,0,0,19753963101,141.999,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1121_e4_r5966.wkt.bz2,dataset-1553_e4_r5966.wkt.bz2,0.014253429,3,445100,418320,28,6,2653906230,0,0,0,0,0,19753963101,141.999,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1121_e4_r5967.wkt.bz2,dataset-1553_e4_r5967.wkt.bz2,0.014253429,3,445100,418320,28,6,2653906230,0,0,0,0,0,19753963101,141.999,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1121_e4_r5968.wkt.bz2,dataset-1553_e4_r5968.wkt.bz2,0.014253429,3,445100,418320,28,6,2653906230,0,0,0,0,0,19753963101,141.999,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4.wkt.bz2,dataset-1715_e4.wkt.bz2,0.014252728,3,80477,290016,5,17,332653217,0,0,0,0,0,2.52275E+11,539.289,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r5969.wkt.bz2,dataset-1715_e4_r5969.wkt.bz2,0.014252728,3,80477,290016,5,17,332653217,0,0,0,0,0,2.52275E+11,539.289,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r5970.wkt.bz2,dataset-1715_e4_r5970.wkt.bz2,0.014252728,3,80477,290016,5,17,332653217,0,0,0,0,0,2.52275E+11,539.289,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1153_e4_r5971.wkt.bz2,dataset-1715_e4_r5971.wkt.bz2,0.014252728,3,80477,290016,5,17,332653217,0,0,0,0,0,2.52275E+11,539.289,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0728_e4.wkt.bz2,dataset-1958_e4.wkt.bz2,0.014159959,3,83600,214130,7,12,253481214,0,0,0,0,0,4.35866E+11,667.253,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0728_e4_r5972.wkt.bz2,dataset-1958_e4_r5972.wkt.bz2,0.014159959,3,83600,214130,7,12,253481214,0,0,0,0,0,4.35866E+11,667.253,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0728_e4_r5973.wkt.bz2,dataset-1958_e4_r5973.wkt.bz2,0.014159959,3,83600,214130,7,12,253481214,0,0,0,0,0,4.35866E+11,667.253,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0728_e4_r5974.wkt.bz2,dataset-1958_e4_r5974.wkt.bz2,0.014159959,3,83600,214130,7,12,253481214,0,0,0,0,0,4.35866E+11,667.253,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1795_e4.wkt.bz2,dataset-0862_e4.wkt.bz2,0.014115249,3,19937,346781,2,6,97589628,0,0,0,0,0,26612929138,98.295,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1795_e4_r5975.wkt.bz2,dataset-0862_e4_r5975.wkt.bz2,0.014115249,3,19937,346781,2,6,97589628,0,0,0,0,0,26612929138,98.295,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1795_e4_r5976.wkt.bz2,dataset-0862_e4_r5976.wkt.bz2,0.014115249,3,19937,346781,2,6,97589628,0,0,0,0,0,26612929138,98.295,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1795_e4_r5977.wkt.bz2,dataset-0862_e4_r5977.wkt.bz2,0.014115249,3,19937,346781,2,6,97589628,0,0,0,0,0,26612929138,98.295,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1704_e4.wkt.bz2,dataset-1959_e4.wkt.bz2,0.01405474,3,475655,117943,23,12,788473416,0,0,0,0,0,9.53487E+11,1786.667,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1704_e4_r5978.wkt.bz2,dataset-1959_e4_r5978.wkt.bz2,0.01405474,3,475655,117943,23,12,788473416,0,0,0,0,0,9.53487E+11,1786.667,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1704_e4_r5979.wkt.bz2,dataset-1959_e4_r5979.wkt.bz2,0.01405474,3,475655,117943,23,12,788473416,0,0,0,0,0,9.53487E+11,1786.667,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1704_e4_r5980.wkt.bz2,dataset-1959_e4_r5980.wkt.bz2,0.01405474,3,475655,117943,23,12,788473416,0,0,0,0,0,9.53487E+11,1786.667,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0851_e4.wkt.bz2,dataset-1766_e4.wkt.bz2,0.014053008,3,464900,306937,43,17,2005294164,0,0,0,0,0,1.51914E+12,3260.843,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0851_e4_r5981.wkt.bz2,dataset-1766_e4_r5981.wkt.bz2,0.014053008,3,464900,306937,43,17,2005294164,0,0,0,0,0,1.51914E+12,3260.843,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0851_e4_r5982.wkt.bz2,dataset-1766_e4_r5982.wkt.bz2,0.014053008,3,464900,306937,43,17,2005294164,0,0,0,0,0,1.51914E+12,3260.843,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0851_e4_r5983.wkt.bz2,dataset-1766_e4_r5983.wkt.bz2,0.014053008,3,464900,306937,43,17,2005294164,0,0,0,0,0,1.51914E+12,3260.843,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1012_e4.wkt.bz2,dataset-0645_e4.wkt.bz2,0.014026996,3,488475,404197,37,26,2769491928,0,0,0,0,0,7.85237E+11,2555.957,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1012_e4_r5984.wkt.bz2,dataset-0645_e4_r5984.wkt.bz2,0.014026996,3,488475,404197,37,26,2769491928,0,0,0,0,0,7.85237E+11,2555.957,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1012_e4_r5985.wkt.bz2,dataset-0645_e4_r5985.wkt.bz2,0.014026996,3,488475,404197,37,26,2769491928,0,0,0,0,0,7.85237E+11,2555.957,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1012_e4_r5986.wkt.bz2,dataset-0645_e4_r5986.wkt.bz2,0.014026996,3,488475,404197,37,26,2769491928,0,0,0,0,0,7.85237E+11,2555.957,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1019_e4.wkt.bz2,dataset-0131_e4.wkt.bz2,0.014005975,3,410852,154163,16,4,887112949,0,0,0,0,0,7.43469E+11,1146.566,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1019_e4_r5987.wkt.bz2,dataset-0131_e4_r5987.wkt.bz2,0.014005975,3,410852,154163,16,4,887112949,0,0,0,0,0,7.43469E+11,1146.566,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1019_e4_r5988.wkt.bz2,dataset-0131_e4_r5988.wkt.bz2,0.014005975,3,410852,154163,16,4,887112949,0,0,0,0,0,7.43469E+11,1146.566,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1019_e4_r5989.wkt.bz2,dataset-0131_e4_r5989.wkt.bz2,0.014005975,3,410852,154163,16,4,887112949,0,0,0,0,0,7.43469E+11,1146.566,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1062_e4.wkt.bz2,dataset-1058_e4.wkt.bz2,0.013960761,3,77190,347188,6,17,374140592,0,0,0,0,0,93205499434,405.296,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1062_e4_r5990.wkt.bz2,dataset-1058_e4_r5990.wkt.bz2,0.013960761,3,77190,347188,6,17,374140592,0,0,0,0,0,93205499434,405.296,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1062_e4_r5991.wkt.bz2,dataset-1058_e4_r5991.wkt.bz2,0.013960761,3,77190,347188,6,17,374140592,0,0,0,0,0,93205499434,405.296,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1062_e4_r5992.wkt.bz2,dataset-1058_e4_r5992.wkt.bz2,0.013960761,3,77190,347188,6,17,374140592,0,0,0,0,0,93205499434,405.296,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1562_e4.wkt.bz2,dataset-1773_e4.wkt.bz2,0.013941205,3,455448,188818,6,12,1198898787,0,0,0,0,0,12101526542,154.455,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1562_e4_r5993.wkt.bz2,dataset-1773_e4_r5993.wkt.bz2,0.013941205,3,455448,188818,6,12,1198898787,0,0,0,0,0,12101526542,154.455,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1562_e4_r5994.wkt.bz2,dataset-1773_e4_r5994.wkt.bz2,0.013941205,3,455448,188818,6,12,1198898787,0,0,0,0,0,12101526542,154.455,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1562_e4_r5995.wkt.bz2,dataset-1773_e4_r5995.wkt.bz2,0.013941205,3,455448,188818,6,12,1198898787,0,0,0,0,0,12101526542,154.455,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1027_e4.wkt.bz2,dataset-1097_e4.wkt.bz2,0.01394032,3,316796,67087,11,3,296272131,0,0,0,0,0,1.43198E+11,440.154,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1027_e4_r5996.wkt.bz2,dataset-1097_e4_r5996.wkt.bz2,0.01394032,3,316796,67087,11,3,296272131,0,0,0,0,0,1.43198E+11,440.154,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1027_e4_r5997.wkt.bz2,dataset-1097_e4_r5997.wkt.bz2,0.01394032,3,316796,67087,11,3,296272131,0,0,0,0,0,1.43198E+11,440.154,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1027_e4_r5998.wkt.bz2,dataset-1097_e4_r5998.wkt.bz2,0.01394032,3,316796,67087,11,3,296272131,0,0,0,0,0,1.43198E+11,440.154,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0728_e4.wkt.bz2,dataset-1993_e4.wkt.bz2,0.013937794,3,83600,209078,7,21,243617597,0,0,0,0,0,1.27924E+11,340.261,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0728_e4_r5999.wkt.bz2,dataset-1993_e4_r5999.wkt.bz2,0.013937794,3,83600,209078,7,21,243617597,0,0,0,0,0,1.27924E+11,340.261,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0728_e4_r6000.wkt.bz2,dataset-1993_e4_r6000.wkt.bz2,0.013937794,3,83600,209078,7,21,243617597,0,0,0,0,0,1.27924E+11,340.261,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0728_e4_r6001.wkt.bz2,dataset-1993_e4_r6001.wkt.bz2,0.013937794,3,83600,209078,7,21,243617597,0,0,0,0,0,1.27924E+11,340.261,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1200_e4.wkt.bz2,dataset-1754_e4.wkt.bz2,0.013925556,3,191860,279913,18,6,747859592,0,0,0,0,0,2.19441E+11,1184.08,0,0,0,0,0,0,0,0,0,0,0,0,0
